id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
505,2017,Lucknow,2017-03-20,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,0,2,JJ Bumrah,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
506,2017,Hyderabad,2017-03-21,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,74,0,KL Rahul,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
507,2017,Jaipur,2017-03-22,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
508,2017,Chennai,2017-03-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,2,SL Malinga,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
509,2017,Lucknow,2017-03-24,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,88,0,MM Sharma,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
510,2017,Chennai,2017-03-25,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,79,0,A Mishra,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
511,2017,Bangalore,2017-03-26,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,normal,0,Rajasthan Royals,50,0,HH Pandya,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
512,2017,Delhi,2017-03-27,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,0,3,JC Archer,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
513,2017,Hyderabad,2017-03-28,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,4,AB de Villiers,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
514,2017,Kolkata,2017-03-29,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Punjab Kings,0,9,KL Rahul,"Eden Gardens, Kolkata",Umpire A,Umpire B
515,2017,Bangalore,2017-03-30,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,SL Malinga,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
516,2017,Mumbai,2017-03-31,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,0,4,JC Archer,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
517,2017,Kolkata,2017-04-01,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Mumbai Indians,40,0,RA Jadeja,"Eden Gardens, Kolkata",Umpire A,Umpire B
518,2017,Lucknow,2017-04-02,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,A Mishra,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
519,2017,Jaipur,2017-04-03,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,55,0,YS Chahal,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
520,2017,Ahmedabad,2017-04-04,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,42,0,DJ Bravo,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
521,2017,Bangalore,2017-04-05,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,0,7,R Ashwin,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
522,2017,Mohali,2017-04-06,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,5,HV Patel,"PCA Stadium, Mohali",Umpire A,Umpire B
523,2017,Jaipur,2017-04-07,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,Mohammed Shami,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
524,2017,Jaipur,2017-04-08,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Delhi Capitals,88,0,YS Chahal,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
525,2017,Chennai,2017-04-09,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Chennai Super Kings,1,0,DA Warner,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
526,2017,Kolkata,2017-04-10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,90,0,RG Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
527,2017,Mumbai,2017-04-11,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Delhi Capitals,9,0,K Rabada,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
528,2017,Delhi,2017-04-12,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,HV Patel,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
529,2017,Kolkata,2017-04-13,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,0,8,JC Archer,"Eden Gardens, Kolkata",Umpire A,Umpire B
530,2017,Hyderabad,2017-04-14,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,SP Narine,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
531,2017,Delhi,2017-04-15,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,6,RR Pant,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
532,2017,Hyderabad,2017-04-16,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,54,0,DJ Bravo,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
533,2017,Lucknow,2017-04-17,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,87,0,B Kumar,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
534,2017,Mumbai,2017-04-18,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,KA Pollard,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
535,2017,Jaipur,2017-04-19,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,0,9,F du Plessis,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
536,2017,Bangalore,2017-04-20,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,0,Punjab Kings,83,0,K Rabada,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
537,2017,Ahmedabad,2017-04-21,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,1,A Mishra,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
538,2017,Hyderabad,2017-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,3,KL Rahul,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
539,2017,Jaipur,2017-04-23,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,6,JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
540,2017,Hyderabad,2017-04-24,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,67,0,SR Watson,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
541,2017,Jaipur,2017-04-25,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Punjab Kings,25,0,RA Jadeja,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
542,2017,Bangalore,2017-04-26,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Punjab Kings,0,2,UT Yadav,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
543,2017,Delhi,2017-04-27,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,27,0,JC Archer,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
544,2017,Hyderabad,2017-04-28,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,0,2,KL Rahul,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
545,2017,Chennai,2017-04-29,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,0,Punjab Kings,0,2,R Ashwin,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
546,2017,Lucknow,2017-04-30,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,0,9,RG Sharma,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
547,2017,Bangalore,2017-05-01,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,84,0,T Natarajan,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
548,2017,Bangalore,2017-05-02,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,0,6,SS Iyer,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
549,2017,Kolkata,2017-05-03,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Delhi Capitals,0,5,AT Rayudu,"Eden Gardens, Kolkata",Umpire A,Umpire B
550,2017,Delhi,2017-05-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,9,KL Rahul,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
551,2017,Lucknow,2017-05-05,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,38,0,F du Plessis,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
552,2017,Chennai,2017-05-06,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,4,V Kohli,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
553,2017,Chennai,2017-05-07,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,23,0,JJ Bumrah,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
554,2017,Bangalore,2017-05-08,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,MM Sharma,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
555,2017,Mohali,2017-05-09,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,2,Harbhajan Singh,"PCA Stadium, Mohali",Umpire A,Umpire B
556,2017,Ahmedabad,2017-05-10,Delhi Capitals,Punjab Kings,Punjab Kings,field,no result,0,,0,0,,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
557,2017,Jaipur,2017-05-11,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Punjab Kings,74,0,Z Khan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
558,2017,Hyderabad,2017-05-12,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,6,JJ Bumrah,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
559,2017,Bangalore,2017-05-13,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,43,0,JC Archer,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
560,2017,Jaipur,2017-05-14,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,64,0,R Ashwin,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
561,2018,Chennai,2018-03-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,0,1,F du Plessis,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
562,2018,Bangalore,2018-03-21,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,B Kumar,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
563,2018,Kolkata,2018-03-22,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,1,DA Warner,"Eden Gardens, Kolkata",Umpire A,Umpire B
564,2018,Ahmedabad,2018-03-23,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
565,2018,Delhi,2018-03-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,6,B Kumar,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
566,2018,Lucknow,2018-03-25,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,56,0,B Kumar,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
567,2018,Ahmedabad,2018-03-26,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,0,4,K Rabada,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
568,2018,Bangalore,2018-03-27,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,70,0,DJ Bravo,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
569,2018,Mohali,2018-03-28,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,42,0,HH Pandya,"PCA Stadium, Mohali",Umpire A,Umpire B
570,2018,Mohali,2018-03-29,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,5,Z Khan,"PCA Stadium, Mohali",Umpire A,Umpire B
571,2018,Jaipur,2018-03-30,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Punjab Kings,0,6,A Mishra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
572,2018,Mohali,2018-03-31,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,25,0,SR Watson,"PCA Stadium, Mohali",Umpire A,Umpire B
573,2018,Bangalore,2018-04-01,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Capitals,53,0,Harbhajan Singh,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
574,2018,Bangalore,2018-04-02,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Rajasthan Royals,13,0,DJ Bravo,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
575,2018,Delhi,2018-04-03,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,3,PP Chawla,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
576,2018,Mohali,2018-04-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,58,0,Z Khan,"PCA Stadium, Mohali",Umpire A,Umpire B
577,2018,Lucknow,2018-04-05,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,9,0,JJ Bumrah,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
578,2018,Hyderabad,2018-04-06,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Kolkata Knight Riders,0,1,RG Sharma,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
579,2018,Chennai,2018-04-07,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,22,0,UT Yadav,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
580,2018,Mumbai,2018-04-08,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,2,RA Jadeja,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
581,2018,Jaipur,2018-04-09,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,0,4,AB de Villiers,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
582,2018,Ahmedabad,2018-04-10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,0,6,JC Archer,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
583,2018,Ahmedabad,2018-04-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,5,MS Dhoni,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
584,2018,Ahmedabad,2018-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,53,0,V Kohli,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
585,2018,Ahmedabad,2018-04-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,0,6,PP Chawla,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
586,2018,Kolkata,2018-04-14,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,V Kohli,"Eden Gardens, Kolkata",Umpire A,Umpire B
587,2018,Kolkata,2018-04-15,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,1,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
588,2018,Mohali,2018-04-16,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,62,0,AM Rahane,"PCA Stadium, Mohali",Umpire A,Umpire B
589,2018,Lucknow,2018-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,2,JC Archer,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
590,2018,Mumbai,2018-04-18,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,84,0,JC Archer,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
591,2018,Mohali,2018-04-19,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Punjab Kings,0,5,AM Rahane,"PCA Stadium, Mohali",Umpire A,Umpire B
592,2018,Ahmedabad,2018-04-20,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
593,2018,Hyderabad,2018-04-21,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,12,0,JC Archer,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
594,2018,Hyderabad,2018-04-22,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Punjab Kings,0,6,R Ashwin,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
595,2018,Mumbai,2018-04-23,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,88,0,SS Iyer,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
596,2018,Jaipur,2018-04-24,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,4,JP Duminy,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
597,2018,Mohali,2018-04-25,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,74,0,B Kumar,"PCA Stadium, Mohali",Umpire A,Umpire B
598,2018,Mumbai,2018-04-26,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,1,F du Plessis,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
599,2018,Delhi,2018-04-27,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,50,0,SS Iyer,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
600,2018,Kolkata,2018-04-28,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,79,0,AB de Villiers,"Eden Gardens, Kolkata",Umpire A,Umpire B
601,2018,Jaipur,2018-04-29,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Punjab Kings,64,0,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
602,2018,Delhi,2018-04-30,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,2,SR Watson,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
603,2018,Chennai,2018-05-01,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,0,5,DJ Bravo,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
604,2018,Ahmedabad,2018-05-02,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Mumbai Indians,14,0,SR Watson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
605,2018,Hyderabad,2018-05-03,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Delhi Capitals,88,0,CH Gayle,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
606,2018,Jaipur,2018-05-04,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,0,7,AT Rayudu,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
607,2018,Mumbai,2018-05-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,9,MS Dhoni,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
608,2018,Kolkata,2018-05-06,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,72,0,JJ Bumrah,"Eden Gardens, Kolkata",Umpire A,Umpire B
609,2018,Bangalore,2018-05-07,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,76,0,JJ Bumrah,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
610,2018,Chennai,2018-05-08,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,0,3,MM Sharma,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
611,2018,Ahmedabad,2018-05-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,9,0,RR Pant,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
612,2018,Mumbai,2018-05-10,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Punjab Kings,0,4,B Kumar,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
613,2018,Bangalore,2018-05-11,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,V Kohli,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
614,2018,Mohali,2018-05-12,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,A Mishra,"PCA Stadium, Mohali",Umpire A,Umpire B
615,2018,Mohali,2018-05-13,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,69,0,JJ Bumrah,"PCA Stadium, Mohali",Umpire A,Umpire B
616,2018,Delhi,2018-05-14,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,46,0,S Dhawan,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
617,2019,Bangalore,2019-03-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,0,2,HH Pandya,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
618,2019,Kolkata,2019-03-21,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,37,0,B Kumar,"Eden Gardens, Kolkata",Umpire A,Umpire B
619,2019,Kolkata,2019-03-22,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Delhi Capitals,75,0,KA Pollard,"Eden Gardens, Kolkata",Umpire A,Umpire B
620,2019,Mumbai,2019-03-23,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,47,0,HV Patel,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
621,2019,Lucknow,2019-03-24,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,4,T Natarajan,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
622,2019,Chennai,2019-03-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,0,5,AM Rahane,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
623,2019,Ahmedabad,2019-03-26,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,6,SS Iyer,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
624,2019,Lucknow,2019-03-27,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,0,1,Q de Kock,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
625,2019,Mohali,2019-03-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,21,0,PP Chawla,"PCA Stadium, Mohali",Umpire A,Umpire B
626,2019,Jaipur,2019-03-29,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,23,0,HH Pandya,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
627,2019,Delhi,2019-03-30,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,10,0,CH Gayle,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
628,2019,Hyderabad,2019-03-31,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,9,PP Chawla,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
629,2019,Kolkata,2019-04-01,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,0,3,JJ Bumrah,"Eden Gardens, Kolkata",Umpire A,Umpire B
630,2019,Mohali,2019-04-02,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,0,Delhi Capitals,0,1,V Kohli,"PCA Stadium, Mohali",Umpire A,Umpire B
